[Gene ID]	[source_id]	[Product Description]	[Curated GO Functions]	[Computed GO Functions]	[Evidence Code]	[Computed GO Function IDs]	[Curated GO Function IDs]	[Computed GO Component IDs]	[Computed GO Components]	[Computed GO Process IDs]	[Computed GO Processes]	[Curated GO Component IDs]	[Curated GO Components]	[Curated GO Process IDs]	[Curated GO Processes]	
Tb10.v4.0239	Tb10.v4.0239:pseudogenic_transcript	variant surface glycoprotein (VSG), pseudogene	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0020012	evasion or tolerance of host immune response	N/A	N/A	N/A	N/A	
Tb10.v4.0242	Tb10.v4.0242:pseudogenic_transcript	variant surface glycoprotein (VSG, pseudogene), putative	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0020012	evasion or tolerance of host immune response	N/A	N/A	N/A	N/A	
Tb10.v4.0247	Tb10.v4.0247:mRNA	s-adenosyl-L-methionine-c-24-delta-sterol-methyl transferase a, putative	N/A	sterol 24-C-methyltransferase activity	IEA	GO:0003838	N/A	N/A	N/A	GO:0006694	steroid biosynthetic process	N/A	N/A	N/A	N/A	
Tb10.v4.0248	Tb10.v4.0248:mRNA	hypothetical protein	N/A	calcium ion binding	IEA	GO:0005509	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb10.v4.0249	Tb10.v4.0249:mRNA	Cullin family/Cullin protein neddylation domain containing protein, putative	N/A	ubiquitin protein ligase binding	IEA	GO:0031625	N/A	GO:0031461	cullin-RING ubiquitin ligase complex	GO:0006511	ubiquitin-dependent protein catabolic process	N/A	N/A	N/A	N/A	
Tb10.v4.0251	Tb10.v4.0251:pseudogenic_transcript	variant surface glycoprotein (VSG, pseudogene), putative	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0020012	evasion or tolerance of host immune response	N/A	N/A	N/A	N/A	
Tb10.v4.0253	Tb10.v4.0253:pseudogenic_transcript	variant surface glycoprotein (VSG, pseudogene), putative	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0020012	evasion or tolerance of host immune response	N/A	N/A	N/A	N/A	
Tb11.0040	Tb11.0040:pseudogenic_transcript	variant surface glycoprotein (VSG, pseudogene), putative	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0020012	evasion or tolerance of host immune response	N/A	N/A	N/A	N/A	
Tb11.01.1680.v5	Tb11.01.1680.v5.1	polyubiquitin, putative	N/A	protein binding	IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb11.01.2730	Tb11.01.2730.1	hypothetical protein, conserved	N/A	protein binding	IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb11.0140	Tb11.0140:pseudogenic_transcript	variant surface glycoprotein (VSG, pseudogene), putative	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0020012	evasion or tolerance of host immune response	N/A	N/A	N/A	N/A	
Tb11.02.5050b	Tb11.02.5050b.1	protein kinase, putative	ATP binding, protein serine/threonine kinase activity	ATP binding, protein binding, protein kinase activity	IEA, ISS	GO:0005524, GO:0005515, GO:0004672	GO:0005524, GO:0004674	N/A	N/A	GO:0006468	protein phosphorylation	N/A	N/A	GO:0006468	protein phosphorylation	
Tb11.02.5060b	Tb11.02.5060b.1	SNF2 DNA repair protein, putative	ATP binding, DNA binding	ATP binding, DNA binding, endonuclease activity	IEA, ISS	GO:0005524, GO:0003677, GO:0004519	GO:0005524, GO:0003677	N/A	N/A	N/A	N/A	N/A	N/A	GO:0006338	chromatin remodeling	
Tb11.02.5090	Tb11.02.5090.1	proliferator-activated receptor-interacting protein (PRIP) interacting protein (PIMT), putative, pseudogene	N/A	methyltransferase activity	IEA	GO:0008168	N/A	N/A	N/A	GO:0009452, GO:0001510	7-methylguanosine RNA capping, RNA methylation	N/A	N/A	N/A	N/A	
Tb11.02.5090b	Tb11.02.5090b.1	proliferator-activated receptor-interacting protein (PRIP) interacting protein (PIMT), putative, pseudogene	N/A	methyltransferase activity	IEA	GO:0008168	N/A	N/A	N/A	GO:0009452, GO:0001510	7-methylguanosine RNA capping, RNA methylation	N/A	N/A	N/A	N/A	
Tb11.02.5100b	Tb11.02.5100b.1	hypothetical protein, conserved	N/A	N/A	ISS	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005739	mitochondrion	N/A	N/A	
Tb11.02.5105	Tb11.02.5105:mRNA	Present in the outer mitochondrial membrane proteome 15	N/A	N/A	IDA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005741	mitochondrial outer membrane	N/A	N/A	
Tb11.02.5110b	Tb11.02.5110b.1	origin recognition complex subunit 1 (ORC1), putative	DNA binding	ATP binding	IEA, ISS	GO:0005524	GO:0003677	N/A	N/A	N/A	N/A	GO:0000808	origin recognition complex	GO:0006260	DNA replication	
Tb11.02.5120b	Tb11.02.5120b.1	mitochondrial edited mRNA stability factor 1 subunit, putative	RNA binding	N/A	ISO	N/A	GO:0003723	N/A	N/A	N/A	N/A	N/A	N/A	GO:0043631, GO:0048255	RNA polyadenylation, mRNA stabilization	
Tb11.02.5130b	Tb11.02.5130b.1	neurobeachin/beige protein, putative (fragment)	N/A	binding	IEA	GO:0005488	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb11.02.5380	Tb11.02.5380.1	exosome complex exonuclease RRP44p homologue	guanyl-nucleotide exchange factor activity, ribonuclease activity	N/A	ISS	N/A	GO:0005085, GO:0004540	N/A	N/A	N/A	N/A	GO:0000178, GO:0005739	exosome (RNase complex), mitochondrion	GO:0006364	rRNA processing	
Tb11.02.5380b	Tb11.02.5380b.1	exosome complex exonuclease RRP44p homologue, putative	guanyl-nucleotide exchange factor activity, ribonuclease activity	N/A	ISO	N/A	GO:0005085, GO:0004540	N/A	N/A	N/A	N/A	GO:0000178, GO:0005739	exosome (RNase complex), mitochondrion	GO:0006364	rRNA processing	
Tb11.02.5390	Tb11.02.5390:mRNA	mRNA processing protein, putative	mRNA binding	N/A	EXP, IPI, ISS, RCA	N/A	GO:0003729	N/A	N/A	N/A	N/A	GO:0031019	mitochondrial mRNA editing complex	GO:0000963	mitochondrial RNA processing	
Tb11.02.5390b	Tb11.02.5390b.1	mRNA processing protein, putative	mRNA binding	N/A	ISO	N/A	GO:0003729	N/A	N/A	N/A	N/A	GO:0005739	mitochondrion	GO:0000963	mitochondrial RNA processing	
Tb11.02.5400	Tb11.02.5400:mRNA	cystathionine beta-synthase, putative	cystathionine beta-synthase activity	N/A	ISS	N/A	GO:0004122	N/A	N/A	N/A	N/A	N/A	N/A	GO:0019344	cysteine biosynthetic process	
Tb11.02.5400b	Tb11.02.5400b.1	cystathionine beta-synthase, putative	cystathionine beta-synthase activity	N/A	ISS	N/A	GO:0004122	N/A	N/A	N/A	N/A	N/A	N/A	GO:0019344	cysteine biosynthetic process	
Tb11.02.5410	Tb11.02.5410:mRNA	ubiquitin activating enzyme (E1) subunit Aos1, putative	SUMO activating enzyme activity, protein binding	catalytic activity	IDA, IEA, IPI, ISS, TAS	GO:0003824	GO:0019948, GO:0005515	N/A	N/A	N/A	N/A	GO:0031510	SUMO activating enzyme complex	GO:0016925	protein sumoylation	
Tb11.02.5410b	Tb11.02.5410b:mRNA	ubiquitin activating enzyme, putative	catalytic activity	catalytic activity	IEA, ISO	GO:0003824	GO:0003824	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb11.02.5420	Tb11.02.5420:mRNA	NADPH-cytochrome p450 reductase, putative	oxidoreductase activity	FMN binding, oxidoreductase activity	IEA, ISS	GO:0010181, GO:0016491	GO:0016491	N/A	N/A	GO:0055114	oxidation-reduction process	GO:0016021	integral component of membrane	GO:0055114	oxidation-reduction process	
Tb11.02.5420b	Tb11.02.5420b.1	NADPH-cytochrome p450 reductase, putative	oxidoreductase activity	FMN binding, oxidoreductase activity	IEA, ISO	GO:0010181, GO:0016491	GO:0016491	N/A	N/A	GO:0055114	oxidation-reduction process	GO:0016021	integral component of membrane	GO:0055114	oxidation-reduction process	
Tb11.0290	Tb11.0290:mRNA	chrXI additional, unordered contigs	N/A	structural constituent of ribosome	IEA	GO:0003735	N/A	GO:0005840	ribosome	GO:0006412	translation	N/A	N/A	N/A	N/A	
Tb11.0330	Tb11.0330:mRNA	Cornifin (SPRR) family, putative	N/A	N/A	IEA	N/A	N/A	GO:0005737	cytoplasm	GO:0018149	peptide cross-linking	N/A	N/A	N/A	N/A	
Tb11.0360	Tb11.0360:mRNA	chrXI additional, unordered contigs	N/A	metalloendopeptidase activity	IEA	GO:0004222	N/A	GO:0016020	membrane	GO:0007155, GO:0006508	cell adhesion, proteolysis	N/A	N/A	N/A	N/A	
Tb11.0370	Tb11.0370:mRNA	chrXI additional, unordered contigs	N/A	metalloendopeptidase activity	IEA	GO:0004222	N/A	GO:0016020	membrane	GO:0007155, GO:0006508	cell adhesion, proteolysis	N/A	N/A	N/A	N/A	
Tb11.0380	Tb11.0380:mRNA	chrXI additional, unordered contigs	N/A	metalloendopeptidase activity	IEA	GO:0004222	N/A	GO:0016020	membrane	GO:0007155, GO:0006508	cell adhesion, proteolysis	N/A	N/A	N/A	N/A	
Tb11.0390	Tb11.0390:mRNA	chrXI additional, unordered contigs	N/A	structural constituent of ribosome	IEA	GO:0003735	N/A	GO:0005840	ribosome	GO:0006412	translation	N/A	N/A	N/A	N/A	
Tb11.0400	Tb11.0400:mRNA	P27 protein, putative	N/A	N/A	ISO, RCA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0070069, GO:0005743	cytochrome complex, mitochondrial inner membrane	GO:0002082	regulation of oxidative phosphorylation	
Tb11.0500	Tb11.0500:pseudogenic_transcript	variant surface glycoprotein (VSG, pseudogene), putative	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0020012	evasion or tolerance of host immune response	N/A	N/A	N/A	N/A	
Tb11.0510	Tb11.0510:pseudogenic_transcript	variant surface glycoprotein (VSG, pseudogene), putative	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0020012	evasion or tolerance of host immune response	N/A	N/A	N/A	N/A	
Tb11.0530	Tb11.0530:mRNA	epsilon tubulin	N/A	GTP binding, GTPase activity	IEA	GO:0005525, GO:0003924	N/A	GO:0043234	protein complex	GO:0006184, GO:0051258	obsolete GTP catabolic process, protein polymerization	N/A	N/A	N/A	N/A	
Tb11.0580	Tb11.0580:pseudogenic_transcript	variant surface glycoprotein (VSG, pseudogene), putative	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0020012	evasion or tolerance of host immune response	N/A	N/A	N/A	N/A	
Tb11.0630	Tb11.0630:pseudogenic_transcript	variant surface glycoprotein (VSG, pseudogene), putative	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0020012	evasion or tolerance of host immune response	N/A	N/A	N/A	N/A	
Tb11.0660	Tb11.0660:mRNA	variant surface glycoprotein (VSG), putative	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0020012	evasion or tolerance of host immune response	N/A	N/A	N/A	N/A	
Tb11.0830	Tb11.0830:pseudogenic_transcript	variant surface glycoprotein (VSG, pseudogene), putative	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0020012	evasion or tolerance of host immune response	N/A	N/A	N/A	N/A	
Tb11.0845	Tb11.0845:mRNA	dynein light chain LC8, putative	N/A	N/A	IEA	N/A	N/A	GO:0005875	microtubule associated complex	GO:0007017	microtubule-based process	N/A	N/A	N/A	N/A	
Tb11.0850	Tb11.0850:mRNA	SCAMP family, putative	N/A	N/A	IEA	N/A	N/A	GO:0016021	integral component of membrane	GO:0015031	protein transport	N/A	N/A	N/A	N/A	
Tb11.0880	Tb11.0880:mRNA	chrXI additional, unordered contigs	N/A	structural constituent of ribosome	IEA	GO:0003735	N/A	GO:0005840	ribosome	GO:0006412	translation	N/A	N/A	N/A	N/A	
Tb11.1110	Tb11.1110:pseudogenic_transcript	variant surface glycoprotein (VSG, pseudogene), putative	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0020012	evasion or tolerance of host immune response	N/A	N/A	N/A	N/A	
Tb11.1120	Tb11.1120:pseudogenic_transcript	variant surface glycoprotein (VSG, pseudogene), putative	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0020012	evasion or tolerance of host immune response	N/A	N/A	N/A	N/A	
Tb11.1130	Tb11.1130:mRNA	variant surface glycoprotein (VSG), putative	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0020012	evasion or tolerance of host immune response	N/A	N/A	N/A	N/A	
Tb11.1220	Tb11.1220:mRNA	hypothetical protein	N/A	protein binding	IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb11.1230	Tb11.1230:mRNA	hypothetical protein	N/A	protein binding	IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb11.1240	Tb11.1240:mRNA	methionine aminopeptidase, type I, putative	N/A	aminopeptidase activity, metalloexopeptidase activity	IEA	GO:0004177, GO:0008235	N/A	N/A	N/A	GO:0006508	proteolysis	N/A	N/A	N/A	N/A	
Tb11.1400	Tb11.1400.1	hypothetical protein, conserved (pseudogene)	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0044237	cellular metabolic process	N/A	N/A	N/A	N/A	
Tb11.1410	Tb11.1410.1	Ring finger domain containing protein, putative	N/A	protein binding, zinc ion binding	IEA	GO:0005515, GO:0008270	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb11.1450	Tb11.1450.1	variant surface glycoprotein (VSG), putative	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0020012	evasion or tolerance of host immune response	N/A	N/A	N/A	N/A	
Tb11.1451	Tb11.1451.1	variant surface glycoprotein (VSG), putative	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0020012	evasion or tolerance of host immune response	N/A	N/A	N/A	N/A	
Tb11.1500	Tb11.1500:pseudogenic_transcript	variant surface glycoprotein (VSG, pseudogene), putative	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0020012	evasion or tolerance of host immune response	N/A	N/A	N/A	N/A	
Tb11.1620	Tb11.1620.1	variant surface glycoprotein (VSG, pseudogene), fragment	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0020012	evasion or tolerance of host immune response	N/A	N/A	N/A	N/A	
Tb11.1690	Tb11.1690:pseudogenic_transcript	variant surface glycoprotein (VSG, pseudogene), putative	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0020012	evasion or tolerance of host immune response	N/A	N/A	N/A	N/A	
Tb11.v4.0043	Tb11.v4.0043.1	variant surface glycoprotein (VSG, pseudogene), putative	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0020012	evasion or tolerance of host immune response	N/A	N/A	N/A	N/A	
Tb11.v4.0044	Tb11.v4.0044.1	variant surface glycoprotein (VSG, pseudogene), putative	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0020012	evasion or tolerance of host immune response	N/A	N/A	N/A	N/A	
Tb11.v5.0112	Tb11.v5.0112.1	variant surface protein (VSG), putative	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0020012	evasion or tolerance of host immune response	N/A	N/A	N/A	N/A	
Tb11.v5.0115	Tb11.v5.0115.1	variant surface protein (VSG), putative	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0020012	evasion or tolerance of host immune response	N/A	N/A	N/A	N/A	
Tb11.v5.0124	Tb11.v5.0124.1	variant surface protein (VSG), putative	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0020012	evasion or tolerance of host immune response	N/A	N/A	N/A	N/A	
Tb11.v5.0132	Tb11.v5.0132.1	variant surface protein (VSG), putative	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0020012	evasion or tolerance of host immune response	N/A	N/A	N/A	N/A	
Tb11.v5.0135	Tb11.v5.0135.1	variant surface protein (VSG), putative	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0020012	evasion or tolerance of host immune response	N/A	N/A	N/A	N/A	
Tb11.v5.0147	Tb11.v5.0147.1	Calponin homology (CH) domain containing protein, putative	N/A	protein binding	IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb11.v5.0149	Tb11.v5.0149.1	hypothetical protein, conserved	cyclic nucleotide binding	N/A	ISS	N/A	GO:0030551	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb11.v5.0150	Tb11.v5.0150.1	SNF2 DNA repair protein, putative	N/A	ATP binding, DNA binding	IEA	GO:0005524, GO:0003677	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb11.v5.0152	Tb11.v5.0152.1	ribosomal RNA processing protein 4, putative	N/A	RNA binding	IEA	GO:0003723	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb11.v5.0154	Tb11.v5.0154.1	WD domain, G-beta repeat, putative	N/A	protein binding	IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb11.v5.0156	Tb11.v5.0156.1	hypothetical protein, conserved	N/A	RNA binding	IEA	GO:0003723	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb11.v5.0160	Tb11.v5.0160.1	cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative	N/A	peptidyl-prolyl cis-trans isomerase activity	IEA	GO:0003755	N/A	N/A	N/A	GO:0006457, GO:0000413	protein folding, protein peptidyl-prolyl isomerization	N/A	N/A	N/A	N/A	
Tb11.v5.0162	Tb11.v5.0162.1	proteasome beta 6 subunit	N/A	threonine-type endopeptidase activity	IEA	GO:0004298	N/A	GO:0005839	proteasome core complex	GO:0051603	proteolysis involved in cellular protein catabolic process	N/A	N/A	N/A	N/A	
Tb11.v5.0165	Tb11.v5.0165.1	kinesin, putative	N/A	ATP binding, microtubule binding, microtubule motor activity	IEA	GO:0005524, GO:0008017, GO:0003777	N/A	N/A	N/A	GO:0007018	microtubule-based movement	N/A	N/A	N/A	N/A	
Tb11.v5.0168	Tb11.v5.0168.1	FHA domain containing protein, putative	N/A	protein binding	IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb11.v5.0171	Tb11.v5.0171.1	5'-3' exonuclease XRNA, putative	N/A	exonuclease activity, nucleic acid binding	IEA	GO:0004527, GO:0003676	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb11.v5.0173	Tb11.v5.0173.1	hypothetical protein, conserved	N/A	protein binding	IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb11.v5.0174	Tb11.v5.0174.1	ribonuclease H1, putative	N/A	RNA-DNA hybrid ribonuclease activity, magnesium ion binding, nucleic acid binding	IEA	GO:0004523, GO:0000287, GO:0003676	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb11.v5.0175	Tb11.v5.0175.1	oligopeptidase B protein, putative	N/A	serine-type endopeptidase activity, serine-type exopeptidase activity	IEA	GO:0004252, GO:0070008	N/A	N/A	N/A	GO:0006508	proteolysis	N/A	N/A	N/A	N/A	
Tb11.v5.0176	Tb11.v5.0176.1	NAD(p)-dependent steroid dehydrogenase-like protein	N/A	3-beta-hydroxy-delta5-steroid dehydrogenase activity	IEA	GO:0003854	N/A	N/A	N/A	GO:0055114, GO:0006694	oxidation-reduction process, steroid biosynthetic process	N/A	N/A	N/A	N/A	
Tb11.v5.0178	Tb11.v5.0178.1	glutamine synthetase, putative	N/A	glutamate-ammonia ligase activity	IEA	GO:0004356	N/A	N/A	N/A	GO:0006542	glutamine biosynthetic process	N/A	N/A	N/A	N/A	
Tb11.v5.0179	Tb11.v5.0179.1	hypothetical protein, conserved	N/A	metal ion binding	IEA	GO:0046872	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb11.v5.0181	Tb11.v5.0181.1	60S ribosomal protein L19, putative	N/A	structural constituent of ribosome	IEA	GO:0003735	N/A	GO:0005840	ribosome	GO:0006412	translation	N/A	N/A	N/A	N/A	
Tb11.v5.0182	Tb11.v5.0182.1	60S ribosomal protein L19, putative	N/A	structural constituent of ribosome	IEA	GO:0003735	N/A	GO:0005840	ribosome	GO:0006412	translation	N/A	N/A	N/A	N/A	
Tb11.v5.0186	Tb11.v5.0186.1	CLN3 protein, putative	N/A	N/A	IEA	N/A	N/A	GO:0016020	membrane	N/A	N/A	N/A	N/A	N/A	N/A	
Tb11.v5.0188	Tb11.v5.0188.1	ATP-NAD kinase, putative	N/A	NAD+ kinase activity	IEA	GO:0003951	N/A	N/A	N/A	GO:0006741	NADP biosynthetic process	N/A	N/A	N/A	N/A	
Tb11.v5.0189	Tb11.v5.0189.1	condensin complex subunit 2, putative	N/A	N/A	IEA	N/A	N/A	GO:0000796	condensin complex	GO:0007076	mitotic chromosome condensation	N/A	N/A	N/A	N/A	
Tb11.v5.0190	Tb11.v5.0190.1	protein kinase, putative	N/A	ATP binding, protein kinase activity	IEA	GO:0005524, GO:0004672	N/A	N/A	N/A	GO:0006468	protein phosphorylation	N/A	N/A	N/A	N/A	
Tb11.v5.0191	Tb11.v5.0191.1	ELMO/CED-12 family, putative	N/A	N/A	IEA	N/A	N/A	GO:0005856	cytoskeleton	GO:0006909	phagocytosis	N/A	N/A	N/A	N/A	
Tb11.v5.0192	Tb11.v5.0192.1	B-box zinc finger, putative	N/A	zinc ion binding	IEA	GO:0008270	N/A	GO:0005622	intracellular	N/A	N/A	N/A	N/A	N/A	N/A	
Tb11.v5.0194	Tb11.v5.0194.1	hypothetical protein, conserved	N/A	protein binding	IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb11.v5.0195	Tb11.v5.0195.1	STAG domain containing protein, putative	N/A	binding	IEA	GO:0005488	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb11.v5.0196	Tb11.v5.0196.1	Proteasome subunit A N-terminal signature/Proteasome subunit, putative	N/A	threonine-type endopeptidase activity	IEA	GO:0004298	N/A	GO:0019773	proteasome core complex, alpha-subunit complex	GO:0006511	ubiquitin-dependent protein catabolic process	N/A	N/A	N/A	N/A	
Tb11.v5.0197	Tb11.v5.0197.1	clathrin heavy chain, putative	N/A	binding	IEA	GO:0005488	N/A	N/A	N/A	GO:0006886, GO:0016192	intracellular protein transport, vesicle-mediated transport	N/A	N/A	N/A	N/A	
Tb11.v5.0198	Tb11.v5.0198.1	clathrin heavy chain, putative	N/A	binding, structural molecule activity	IEA	GO:0005488, GO:0005198	N/A	GO:0030132, GO:0030130	clathrin coat of coated pit, clathrin coat of trans-Golgi network vesicle	GO:0006886, GO:0016192	intracellular protein transport, vesicle-mediated transport	N/A	N/A	N/A	N/A	
Tb11.v5.0199	Tb11.v5.0199.1	universal minicircle sequence binding protein, putative	N/A	nucleic acid binding, zinc ion binding	IEA	GO:0003676, GO:0008270	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb11.v5.0200	Tb11.v5.0200.1	proteasome beta 5 subunit, putative	N/A	threonine-type endopeptidase activity	IEA	GO:0004298	N/A	GO:0005839	proteasome core complex	GO:0051603	proteolysis involved in cellular protein catabolic process	N/A	N/A	N/A	N/A	
Tb11.v5.0201	Tb11.v5.0201.1	tRNA pseudouridine synthase A, putative	N/A	RNA binding, pseudouridine synthase activity	IEA	GO:0003723, GO:0009982	N/A	N/A	N/A	GO:0001522	pseudouridine synthesis	N/A	N/A	N/A	N/A	
Tb11.v5.0204	Tb11.v5.0204.1	Peptidase M76 family, putative	N/A	metalloendopeptidase activity	IEA	GO:0004222	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb11.v5.0206	Tb11.v5.0206.1	phosphatidylinositolN-acetylglucosaminyltransferase, putative	N/A	phosphatidylinositol N-acetylglucosaminyltransferase activity	IEA	GO:0017176	N/A	GO:0016021	integral component of membrane	GO:0006506	GPI anchor biosynthetic process	N/A	N/A	N/A	N/A	
Tb11.v5.0207	Tb11.v5.0207.1	neurobeachin/beige protein, putative	N/A	protein binding	IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb11.v5.0209	Tb11.v5.0209.1	Adenylate and Guanylate cyclase catalytic domain containing protein, putative	N/A	phosphorus-oxygen lyase activity	IEA	GO:0016849	N/A	N/A	N/A	GO:0009190, GO:0035556	cyclic nucleotide biosynthetic process, intracellular signal transduction	N/A	N/A	N/A	N/A	
Tb11.v5.0210	Tb11.v5.0210.1	adenosine transporter, putative	N/A	nucleoside transmembrane transporter activity	IEA	GO:0005337	N/A	GO:0016021	integral component of membrane	GO:0006810	transport	N/A	N/A	N/A	N/A	
Tb11.v5.0211	Tb11.v5.0211.1	galactokinase-like protein, putative	N/A	ATP binding	IEA	GO:0005524	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb11.v5.0212	Tb11.v5.0212.1	ribulose-phosphate 3-epimerase, putative	N/A	racemase and epimerase activity, acting on carbohydrates and derivatives	IEA	GO:0016857	N/A	N/A	N/A	GO:0005975	carbohydrate metabolic process	N/A	N/A	N/A	N/A	
Tb11.v5.0215	Tb11.v5.0215.1	iron/ascorbate oxidoreductase family protein, putative	N/A	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	IEA	GO:0016706	N/A	N/A	N/A	GO:0055114	oxidation-reduction process	N/A	N/A	N/A	N/A	
Tb11.v5.0217	Tb11.v5.0217.1	receptor-type adenylate cyclase GRESAG 4, putative	N/A	phosphorus-oxygen lyase activity	IEA	GO:0016849	N/A	N/A	N/A	GO:0009190, GO:0035556	cyclic nucleotide biosynthetic process, intracellular signal transduction	N/A	N/A	N/A	N/A	
Tb11.v5.0221	Tb11.v5.0221.1	transporter, putative	N/A	N/A	IEA	N/A	N/A	GO:0016021	integral component of membrane	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	
Tb11.v5.0222	Tb11.v5.0222.1	NADH-ubiquinone oxidoreductase, mitochondrial, putative	N/A	4 iron, 4 sulfur cluster binding, FMN binding, NAD binding, oxidoreductase activity, acting on NAD(P)H	IEA	GO:0051539, GO:0010181, GO:0051287, GO:0016651	N/A	N/A	N/A	GO:0055114	oxidation-reduction process	N/A	N/A	N/A	N/A	
Tb11.v5.0232	Tb11.v5.0232.1	hypothetical protein, conserved	N/A	metal ion binding	IEA	GO:0046872	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb11.v5.0233	Tb11.v5.0233.1	cyclic nucleotide-binding domain containing protein, putative	cyclic nucleotide binding	protein binding	IEA, ISS	GO:0005515	GO:0030551	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
